                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45 
                            model_number                                num_zones                             initial_mass                                initial_z                                 star_age                                time_step                                     Teff                            photosphere_L                            photosphere_r                               center_eta                                center_h1                               center_he3                               center_he4                               center_c12                               center_n14                               center_o16                              center_ne20                                star_mass                                star_mdot                             star_mass_h1                            star_mass_he3                            star_mass_he4                            star_mass_c12                            star_mass_n14                            star_mass_o16                           star_mass_ne20                             he_core_mass                              c_core_mass                              o_core_mass                             si_core_mass                             fe_core_mass                   neutron_rich_core_mass                               tau10_mass                             tau10_radius                              tau100_mass                            tau100_radius                             dynamic_time                             kh_timescale                            nuc_timescale                           power_nuc_burn                             power_h_burn                            power_he_burn                                power_neu                                burn_min1                                burn_min2 
                                    1596                                      942                  2.0000000000000000E+000                  2.0000000000000000E-002                  1.0810104225650434E+009                  3.3459885058231367E+002                  4.8201507193894004E+003                  5.4756404024362865E+001                  1.0625639066566194E+001                  9.7646155213871910E-001                  1.1047968956078834E-099                  1.0221813724298914E-099                  9.5879502638319980E-001                  2.1368381219640891E-002                  1.0823599735600245E-002                  1.0394514526143102E-003                  1.9423584513620230E-003                  1.9188547225904791E+000                 -8.4887286203665439E-011                  1.0286397518675192E+000                  4.3152341974328072E-004                  8.4263776563955117E-001                  1.1932468736512750E-002                  8.2977278344913974E-003                  1.4254182643574099E-002                  3.7271036835879066E-003                  4.3099620605251648E-001                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  1.9188546121867294E+000                  1.0613799119812771E+001                  1.9188545647186392E+000                  1.0609570267734975E+001                  2.5034856899535944E+005                  1.4855037439774594E+005                  3.5043475859676969E+008                  9.9926317794181301E+001                  3.8285660405153855E+001                  5.9548815317587781E+001                  2.8282119023296128E+000                  5.0000000000000000E+001                  1.0000000000000000E+003 

                                       1                                        2                                        3                                        4                                        5                                        6                                        7                                        8                                        9                                       10                                       11                                       12                                       13                                       14                                       15                                       16                                       17                                       18                                       19                                       20                                       21                                       22                                       23                                       24                                       25                                       26                                       27                                       28                                       29                                       30                                       31                                       32                                       33                                       34                                       35                                       36                                       37                                       38                                       39                                       40                                       41                                       42                                       43                                       44                                       45                                       46                                       47                                       48                                       49                                       50                                       51                                       52                                       53                                       54                                       55                                       56                                       57                                       58                                       59                                       60                                       61                                       62                                       63                                       64                                       65                                       66                                       67                                       68                                       69                                       70                                       71                                       72                                       73                                       74                                       75                                       76                                       77                                       78                                       79                                       80                                       81                                       82                                       83                                       84                                       85                                       86                                       87                                       88                                       89                                       90                                       91                                       92                                       93                                       94                                       95                                       96                                       97                                       98                                       99 
                                    zone                                     logT                                   logRho                                     logP                                     logR                               luminosity                                 eps_grav                log_abs_eps_grav_dm_div_L                      signed_log_eps_grav                               net_energy                         signed_log_power                                 velocity                                  entropy                              mixing_type                                   csound                                 v_div_cs                                      eta                                       mu                                       dm                                    logdq                                 dq_ratio                                        q                                    log_q                                   radius                                     rmid                              temperature                                      tau                                   logtau                                 pressure                          pgas_div_ptotal                                  logPgas                                    grada                                   free_e                        x_mass_fraction_H                       y_mass_fraction_He                   z_mass_fraction_metals                                     abar                                       ye                              log_opacity                                  eps_nuc                          log_abs_eps_nuc                          d_lnepsnuc_dlnd                          d_lnepsnuc_dlnT                              non_nuc_neu                        mlt_mixing_length                          mlt_mixing_type                          gradT_sub_grada                            log_mlt_Gamma                                log_D_mix                             log_conv_vel                      conv_vel_div_csound                            log_mlt_D_mix                    pressure_scale_height                               log_D_conv                               log_D_soft                               log_D_semi                                log_D_ovr                               log_D_thrm                            log_D_minimum                                    gradT                                    gradr                                     mass                                    logxq                                    logxm                                        x                                        y                                        z                                       h1                                      he3                                      he4                                      c12                                      n14                                      o16                                      o18                                     ne20                                     ne22                                     mg24                                       pp                                      cno                                 tri_alfa                                   burn_c                                   burn_n                                   burn_o                                  burn_ne                                  burn_na                                  burn_mg                                  burn_si                                   burn_s                                  burn_ar                                  burn_ca                                  burn_ti                                  burn_cr                                  burn_fe                                  c12_c12                                  c12_o16                                  o16_o16                                    pnhe4                                    photo                                    other 
                                       1                  3.6830610832887225E+000                 -7.6058906009332645E+000                  3.8780078945296625E+000                  1.0263550596387583E+000                  5.4756404024362865E+001                 -1.0020300611623629E+001                 -1.3041398370659849E+001                 -1.0008807506740403E+000                 -1.0008807506740403E+000                  3.5322969671515345E+001                  0.0000000000000000E+000                  1.9848010481211396E+001                                        6                  7.0970896979734709E+005                  5.0807170777854034E-008                 -1.9999982102557944E+001                  1.3120242764243899E+000                  1.9084929068610444E+021                 -1.2301029995715737E+001                  1.0000000000000000E+000                  1.0000000000000000E+000                  0.0000000000000000E+000                  1.0625639066566194E+001                  1.0625638986057725E+001                  4.8201558809468670E+003                  6.6666666666666663E-001                 -1.7609125905568127E-001                  7.5510595372555745E+003                  9.9981971144073523E-001                  3.8779295891442298E+000                  3.9397536498713615E-001                  1.1596850255906144E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3858345747040177E+000                  9.8547010734288764E-035                 -3.4006356544812164E+001                  9.8569561740697703E-035                  4.4655307780446843E-035                  0.0000000000000000E+000                  1.3082994585419979E+009                                        0                 -2.6896345165323438E-001                 -9.8999999999999986E+001                  7.7648699963313668E+000                 -8.7459992515268292E-001                  1.8807011090701642E-007                 -9.8999999999999986E+001                  9.3989730922009098E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2501191333390177E-001                  1.2501191333390177E-001                  1.9188547225904791E+000                 -9.8999999999999986E+001                 -9.8999999999999986E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8547010734288764E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       2                  3.6830624548131339E+000                 -7.6058806573559652E+000                  3.8780188655324452E+000                  1.0263550530576275E+000                  5.4756404024367839E+001                 -1.0019946222458636E+001                 -1.2751553150364629E+001                 -1.0008653906577598E+000                 -1.0008653906577598E+000                  3.5322969671515388E+001                  0.0000000000000000E+000                  1.9848023179430864E+001                                        6                  7.0970977498518687E+005                  5.0806718401194233E-008                 -1.9999982102557944E+001                  1.3120243158093392E+000                  3.7200701582955512E+021                 -1.2011169415404197E+001                  5.1302605210420849E-001                  9.9999999999949996E-001                 -2.1716654546785455E-013                  1.0625638905549367E+001                  1.0625638748624290E+001                  4.8201711032722023E+003                  6.6667808867517531E-001                 -1.7608381834652059E-001                  7.5512502920199649E+003                  9.9981971371766820E-001                  3.8779405611360498E+000                  3.9397537254516218E-001                  1.1596777964322281E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3858247995422748E+000                  9.8549267602201917E-035                 -3.4006346598959411E+001                  9.8571819383231824E-035                  4.4656471459608770E-035                  0.0000000000000000E+000                  1.3083004683695560E+009                                        0                 -2.6896196477372591E-001                 -9.8999999999999986E+001                  7.7648699963313668E+000                 -8.7459992515268292E-001                  1.8806989753561918E-007                 -9.8999999999999986E+001                  9.3989950428502739E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2501340277613168E-001                  1.2501340277613168E-001                  1.9188547225895196E+000                 -1.2301029995715737E+001                 -1.2017987900378728E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8549267602201917E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       3                  3.6830655899948588E+000                 -7.6058591204615427E+000                  3.8780439429536631E+000                  1.0263550402298474E+000                  5.4756404024377538E+001                 -1.0019077343522527E+001                 -1.2360902102642676E+001                 -1.0008277292091978E+000                 -1.0008277292091978E+000                  3.5322969671515459E+001                  0.0000000000000000E+000                  1.9847997611089898E+001                                        6                  7.0971264228388399E+005                  5.0805777311790251E-008                 -1.9999982102557944E+001                  1.3120243165940069E+000                  9.1461820105539516E+021                 -1.1620480706233606E+001                  4.0673476145597065E-001                  9.9999999999852540E-001                 -6.4040987053851011E-013                  1.0625638591699287E+001                  1.0625638205902607E+001                  4.8202059003224349E+003                  6.6670035317044474E-001                 -1.7606931481603694E-001                  7.5516863356713520E+003                  9.9981971892188204E-001                  3.8779656408178362E+000                  3.9397535608451872E-001                  1.1596610148577837E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3858041763351827E+000                  9.8554155952418516E-035                 -3.4006325057136479E+001                  9.8576709411298985E-035                  4.4659008912302988E-035                  0.0000000000000000E+000                  1.3083055206529465E+009                                        0                 -2.6895630174771684E-001                 -9.8999999999999986E+001                  7.7850389688751385E+000                 -8.5443257152991037E-001                  1.9700846490153298E-007                 -9.8999999999999986E+001                  9.3990711119608730E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2501906603811469E-001                  1.2501906603811469E-001                  1.9188547225876496E+000                 -1.1831323009398400E+001                 -1.1548280914061388E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8554155952418494E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       4                  3.6830717855051835E+000                 -7.6058151157692171E+000                  3.8780934932605633E+000                  1.0263550086930375E+000                  5.4756404024401391E+001                 -1.0017358353180487E+001                 -1.2110606464695978E+001                 -1.0007532101646808E+000                 -1.0007532101646808E+000                  3.5322969671515651E+001                  0.0000000000000000E+000                  1.9847934562826989E+001                                        6                  7.0971712514144124E+005                  5.0803442007449897E-008                 -1.9999982102557944E+001                  1.3120242910600808E+000                  1.6278335556775200E+022                 -1.1370110549242201E+001                  5.6186223577061123E-001                  9.9999999999612921E-001                 -1.6810638560722712E-012                  1.0625637820105940E+001                  1.0625637133534587E+001                  4.8202746643746650E+003                  6.6675509536842292E-001                 -1.7603365673004900E-001                  7.5525479854003752E+003                  9.9981972920320605E-001                  3.8780151955906641E+000                  3.9397531336605057E-001                  1.1596277397464269E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3857600688980491E+000                  9.8564144699216919E-035                 -3.4006281042373715E+001                  9.8586701586709545E-035                  4.4664172309191559E-035                  0.0000000000000000E+000                  1.3083189227792084E+009                                        0                 -2.6894235542079376E-001                 -9.8999999999999986E+001                  7.7902696787690875E+000                 -8.4920669487922396E-001                  1.9939213354276939E-007                 -9.8999999999999986E+001                  9.3991897667665518E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2503298529624030E-001                  1.2503298529624030E-001                  1.9188547225830517E+000                 -1.1412200549620881E+001                 -1.1129158454283870E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8564144699216919E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       5                  3.6830856198194444E+000                 -7.6057182031665178E+000                  3.8782041115989596E+000                  1.0263549525695044E+000                  5.4756404024443846E+001                 -1.0013527543507724E+001                 -1.1715024699725280E+001                 -1.0005870967405450E+000                 -1.0005870967405450E+000                  3.5322969671515985E+001                  0.0000000000000000E+000                  1.9847821122455024E+001                                        6                  7.0972823397369648E+005                  5.0799318113990888E-008                 -1.9999979958663022E+001                  1.3120242619019435E+000                  4.0490941490621848E+022                 -1.0974362670847031E+001                  4.0202413076874105E-001                  9.9999999999186451E-001                 -3.5331994047189608E-012                  1.0625636446963242E+001                  1.0625634739557341E+001                  4.8204282151551570E+003                  6.6685253521311250E-001                 -1.7597019340549824E-001                  7.5544719258386058E+003                  9.9981975214830621E-001                  3.8781258238957879E+000                  3.9397519453899316E-001                  1.1595537530480992E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3856667280243318E+000                  9.8586146729414718E-035                 -3.4006184107590855E+001                  9.8608711169661285E-035                  4.4675565412666324E-035                  0.0000000000000000E+000                  1.3083411221586516E+009                                        0                 -2.6891732525287748E-001                 -9.8999999999999986E+001                  7.7915768854030567E+000                 -8.4790746382819970E-001                  1.9998639591421474E-007                 -9.8999999999999986E+001                  9.3994839675947198E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2505795404004741E-001                  1.2505795404004741E-001                  1.9188547225748682E+000                 -1.1089615854900746E+001                 -1.0806573759563735E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8586146729414718E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       6                  3.6831053572862262E+000                 -7.6055809684214477E+000                  3.8783618611060584E+000                  1.0263548129981579E+000                  5.4756404024549376E+001                 -1.0008067235812984E+001                 -1.1715261582110987E+001                 -1.0003502143556751E+000                 -1.0003502143556751E+000                  3.5322969671516823E+001                  0.0000000000000000E+000                  1.9847661373632533E+001                                        6                  7.0974486069993663E+005                  5.0788980831631730E-008                 -1.9999979958663022E+001                  1.3120242769580919E+000                  4.0490941490621823E+022                 -1.0974362670847032E+001                  1.0000000000000007E+000                  9.9999999998125644E-001                 -8.1402256598658783E-012                  1.0625633032150921E+001                  1.0625631325284070E+001                  4.8206472950830839E+003                  6.6709496054454331E-001                 -1.7581234013884733E-001                  7.5572164476613198E+003                  9.9981978485002798E-001                  3.8782835876076236E+000                  3.9397504020405544E-001                  1.1594552755191844E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3855317831085614E+000                  9.8617311482751392E-035                 -3.4006046841432955E+001                  9.8639886622530596E-035                  4.4691718926050541E-035                  0.0000000000000000E+000                  1.3084006367456996E+009                                        0                 -2.6885584673630314E-001                 -9.8999999999999986E+001                  7.7917799276663411E+000                 -8.4772404412272817E-001                  2.0006618897407366E-007                 -9.8999999999999986E+001                  9.3999219396667458E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2511927063522116E-001                  1.2511927063522116E-001                  1.9188547225545127E+000                 -1.0727147193858791E+001                 -1.0444105098521780E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8617311482751392E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       7                  3.6831349669932272E+000                 -7.6053734993129991E+000                  3.8785983782857922E+000                  1.0263546734708326E+000                  5.4756404024654856E+001                 -9.9998690102715386E+000                 -1.1414587489652403E+001                 -9.9999431115111515E-001                 -9.9999431115111515E-001                  3.5322969671517662E+001                  0.0000000000000000E+000                  1.9847349458959322E+001                                        6                  7.0976832193114993E+005                  5.0778657395885975E-008                 -1.9999979958663022E+001                  1.3120243959781255E+000                  8.0981882981243662E+022                 -1.0673332675183051E+001                  4.9999999999999994E-001                  9.9999999997064837E-001                 -1.2747251915061668E-011                  1.0625629618416738E+001                  1.0625626206312782E+001                  4.8209759725723870E+003                  6.6733746137044148E-001                 -1.7565449509555506E-001                  7.5613332356857964E+003                  9.9981983384124540E-001                  3.8785201260678073E+000                  3.9397477400961983E-001                  1.1593158378475420E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3853273391769840E+000                  9.8664444524506345E-035                 -3.4005839324825715E+001                  9.8687035849287474E-035                  4.4716127034520888E-035                  0.0000000000000000E+000                  1.3084598756147161E+009                                        0                 -2.6879389977152124E-001                 -9.8999999999999986E+001                  4.9677008034973005E+000                 -3.6718227496596185E+000                  2.9995813047039053E-010                 -9.8999999999999986E+001                  9.4005446404432074E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2518105170105570E-001                  1.2518105170105570E-001                  1.9188547225341577E+000                 -1.0532366968451203E+001                 -1.0249324873114192E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8664444524506345E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       8                  3.6831993192308126E+000                 -7.6049247372864563E+000                  3.8791118444335706E+000                  1.0263543945492253E+000                  5.4756404024865638E+001                 -9.9820974778095408E+000                 -1.1061400600506815E+001                 -9.9922180655074966E-001                 -9.9922180655074966E-001                  3.5322969671519331E+001                  0.0000000000000000E+000                  1.9846701229010122E+001                                        6                  7.0982064015360584E+005                  5.0758071270012931E-008                 -1.9999979951935693E+001                  1.3120244805764445E+000                  1.8295625605665723E+023                 -1.0319373281435425E+001                  4.4262975602302157E-001                  9.9999999994943212E-001                 -2.1961352641973189E-011                  1.0625622794206750E+001                  1.0625615093443228E+001                  4.8216903808608322E+003                  6.6782269185782073E-001                 -1.7533882819688645E-001                  7.5702782829922735E+003                  9.9981994003473040E-001                  3.8790336383431385E+000                  3.9397422422018119E-001                  1.1590542853982209E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3848887682007307E+000                  9.8766471819241844E-035                 -3.4005390460019001E+001                  9.8789098192384709E-035                  4.4768999630220984E-035                  0.0000000000000000E+000                  1.3085763936830139E+009                                        0                 -2.6867006110770353E-001                 -9.8999999999999986E+001                  5.3273702327440953E+000                 -3.3121912194850327E+000                  6.8653100715007334E-010                 -9.8999999999999986E+001                  9.4019332249106156E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2530454421472259E-001                  1.2530454421472259E-001                  1.9188547224934467E+000                 -1.0296125329822388E+001                 -1.0013083234485377E+001                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8766471819241844E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
                                       9                  3.6833090645300959E+000                 -7.6041596897098493E+000                  3.8799855868498141E+000                  1.0263537650512646E+000                  5.4756404025341013E+001                 -9.9518979149625721E+000                 -1.0898730147565988E+001                 -9.9790591244362548E-001                 -9.9790591244362548E-001                  3.5322969671523104E+001                  0.0000000000000000E+000                  1.9845590635290709E+001                                        6                  7.0990864802291023E+005                  5.0711625554659760E-008                 -1.9999979961434203E+001                  1.3120243857417575E+000                  2.6689080494385474E+023                 -1.0155386934383703E+001                  6.8550977653630807E-001                  9.9999999990150001E-001                 -4.2778000365770577E-011                  1.0625607392668600E+001                  1.0625596178790518E+001                  4.8229089658074990E+003                  6.6892004636868951E-001                 -1.7462578880315899E-001                  7.5855240015004947E+003                  9.9982012019801292E-001                  3.8799074590173857E+000                  3.9397330966543170E-001                  1.1587424927183741E-005                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  1.3073551914285608E+000                  8.4584599091175994E-001                 -1.3841372728394097E+000                  9.8940650848142148E-035                 -3.4004625237100733E+001                  9.8963337096997077E-035                  4.4859284705378551E-035                  0.0000000000000000E+000                  1.3088410732316339E+009                                        0                 -2.6839080118106301E-001                 -9.8999999999999986E+001                  4.9675789242309056E+000                 -3.6720696704790918E+000                  2.9972837752147621E-010                 -9.8999999999999986E+001                  9.4042593649300253E-003                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                 -9.9000000000000000E+001                  1.2558305108267470E-001                  1.2558305108267470E-001                  1.9188547224014720E+000                 -1.0006563769554139E+001                 -9.7235216742171300E+000                  6.9161021881311935E-001                  2.8819948830693382E-001                  2.0190292879946892E-002                  6.9161021881311935E-001                  2.9515938859249165E-004                  2.8790432891834133E-001                  2.2815754162442063E-003                  2.3828590802618655E-003                  9.3150006692841909E-003                  2.1073480945478321E-005                  1.9423584493048474E-003                  1.5710150039274800E-004                  4.0903242835137700E-003                  9.8940650848142148E-035                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000                  0.0000000000000000E+000 
